time,message_cnt,byte_cnt
02:07:06,1,442
02:07:12,2,884
02:07:17,3,1326
02:07:22,4,1782
02:07:27,5,2238
02:07:32,6,2680
02:07:37,7,3136
02:07:42,8,3591
02:07:47,9,4047
02:07:52,10,4503
02:07:57,11,4945
02:08:02,12,5400
02:08:07,13,5856
02:08:12,14,6298
02:08:17,15,6742
02:08:23,16,7186
02:08:28,17,7641
02:08:33,18,8097
02:08:38,19,8552
02:08:43,20,9007
02:08:48,21,9463
02:08:53,22,9905
02:08:58,23,10347
02:09:03,24,10802
02:09:08,25,11257
02:09:13,26,11699
02:09:18,27,12154
02:09:23,28,12610
02:09:28,29,13052
02:09:33,30,13507
02:09:39,31,13962
02:09:44,32,14417
02:09:49,33,14872
02:09:54,34,15314
02:09:59,35,15756
02:10:04,36,16198
02:10:09,37,16640
02:10:14,38,17082
02:10:19,39,17537
02:10:24,40,17992
02:10:29,41,18434
02:10:34,42,18876
02:10:39,43,19318
02:10:44,44,19760
02:10:50,45,20215
02:10:55,46,20670
02:11:00,47,21114
02:11:05,48,21558
02:11:10,49,22013
02:11:15,50,22455
02:11:20,51,22897
02:11:25,52,23339
02:11:30,53,23781
02:11:35,54,24223
02:11:40,55,24665
02:11:45,56,25107
02:11:50,57,25549
02:11:55,58,25991
02:12:00,59,26433
02:12:06,60,26875
02:12:11,61,27317
02:12:16,62,27759
02:12:21,63,28201
02:12:26,64,28643
02:12:31,65,29085
02:12:36,66,29527
02:12:41,67,29982
02:12:46,68,30424
02:12:51,69,30866
02:12:56,70,31308
02:13:01,71,31750
02:13:06,72,32192
02:13:11,73,32634
02:13:16,74,33089
02:13:21,75,33544
02:13:26,76,33999
02:13:31,77,34454
02:13:37,78,34909
02:13:42,79,35364
02:13:47,80,35819
02:13:52,81,36274
02:13:57,82,36716
02:14:02,83,37158
02:14:07,84,37600
02:14:12,85,38042
02:14:17,86,38484
02:14:22,87,38940
02:14:27,88,39382
02:14:32,89,39824
02:14:37,90,40266
02:14:42,91,40708
02:14:47,92,41150
02:14:52,93,41606
02:14:57,94,42062
02:15:02,95,42518
02:15:08,96,42974
02:15:13,97,43430
02:15:18,98,43872
02:15:23,99,44314
02:15:28,100,44756
02:15:33,101,45198
02:15:38,102,45640
02:15:43,103,46082
02:15:48,104,46524
02:15:53,105,46966
02:15:58,106,47408
02:16:03,107,47850
02:16:08,108,48292
02:16:14,109,48734
02:16:19,110,49176
02:16:24,111,49618
02:16:29,112,50074
02:16:34,113,50516
02:16:39,114,50958
02:16:44,115,51400
02:16:49,116,51856
02:16:54,117,52312
02:16:59,118,52768
02:17:04,119,53224
02:17:09,120,53680
02:17:14,121,54136
02:17:19,122,54592
02:17:24,123,55048
02:17:29,124,55504
02:17:34,125,55960
02:17:39,126,56416
02:17:45,127,56872
02:17:50,128,57328
02:17:55,129,57784
02:18:00,130,58240
02:18:05,131,58696
02:18:10,132,59152
02:18:15,133,59608
02:18:20,134,60062
02:18:25,135,60516
02:18:30,136,60970
02:18:35,137,61424
02:18:40,138,61878
02:18:45,139,62332
02:18:50,140,62786
02:18:55,141,63240
02:19:00,142,63694
02:19:05,143,64148
02:19:11,144,64602
02:19:16,145,65056
02:19:21,146,65510
02:19:26,147,65964
02:19:31,148,66418
02:19:36,149,66872
02:19:41,150,67326
02:19:46,151,67780
02:19:51,152,68234
02:19:56,153,68688
02:20:01,154,69142
02:20:06,155,69596
02:20:11,156,70050
02:20:16,157,70504
02:20:21,158,70958
02:20:26,159,71412
02:20:32,160,71866
02:20:37,161,72320
02:20:42,162,72774
02:20:47,163,73228
02:20:52,164,73682
02:20:57,165,74136
02:21:02,166,74590
02:21:07,167,75044
02:21:12,168,75498
02:21:17,169,75952
02:21:22,170,76406
02:21:27,171,76860
02:21:32,172,77314
02:21:37,173,77768
02:21:42,174,78222
02:21:47,175,78676
02:21:52,176,79130
02:21:57,177,79584
02:22:02,178,80038
02:22:08,179,80492
02:22:13,180,80946
02:22:18,181,81400
02:22:23,182,81854
02:22:28,183,82308
02:22:33,184,82762
02:22:38,185,83216
02:22:43,186,83670
02:22:48,187,84124
02:22:53,188,84578
02:22:58,189,85032
02:23:03,190,85486
02:23:08,191,85940
02:23:13,192,86394
02:23:18,193,86848
02:23:23,194,87302
02:23:28,195,87756
02:23:33,196,88210
02:23:39,197,88664
02:23:44,198,89118
02:23:49,199,89572
02:23:54,200,90026
02:23:59,201,90480
02:24:04,202,90934
02:24:09,203,91388
02:24:14,204,91842
02:24:19,205,92296
02:24:24,206,92750
02:24:29,207,93204
02:24:34,208,93658
02:24:39,209,94112
02:24:44,210,94566
02:24:49,211,95020
02:24:54,212,95474
02:24:59,213,95928
02:25:04,214,96382
02:25:10,215,96836
02:25:15,216,97290
02:25:20,217,97744
02:25:25,218,98198
02:25:30,219,98652
02:25:35,220,99106
02:25:40,221,99560
02:25:45,222,100014
02:25:50,223,100468
02:25:55,224,100922
02:26:00,225,101376
02:26:05,226,101830
02:26:10,227,102284
02:26:15,228,102739
02:26:20,229,103195
02:26:25,230,103651
02:26:30,231,104106
02:26:35,232,104561
02:26:41,233,105017
02:26:46,234,105473
02:26:51,235,105929
02:26:56,236,106384
02:27:01,237,106827
02:27:06,238,107283
02:27:11,239,107725
02:27:16,240,108167
02:27:21,241,108621
02:27:26,242,109075
02:27:31,243,109531
02:27:36,244,109973
02:27:41,245,110415
02:27:46,246,110871
02:27:51,247,111327
02:27:56,248,111769
02:28:01,249,112211
02:28:06,250,112653
02:28:11,251,113095
02:28:17,252,113537
02:28:22,253,113979
02:28:27,254,114421
02:28:32,255,114876
02:28:37,256,115331
02:28:42,257,115787
02:28:47,258,116243
02:28:52,259,116685
02:28:57,260,117127
02:29:02,261,117569
02:29:07,262,118024
02:29:12,263,118479
02:29:17,264,118934
02:29:22,265,119389
02:29:27,266,119843
02:29:32,267,120297
02:29:37,268,120753
02:29:42,269,121209
02:29:47,270,121651
02:29:53,271,122106
02:29:58,272,122561
02:30:03,273,123016
02:30:08,274,123471
02:30:13,275,123927
02:30:18,276,124382
02:30:23,277,124824
02:30:28,278,125280
02:30:33,279,125722
02:30:38,280,126164
02:30:43,281,126606
02:30:48,282,127062
02:30:53,283,127518
