time,message_cnt,byte_cnt
02:07:06,1,442
02:07:12,2,898
02:07:17,3,1354
02:07:22,4,1799
02:07:27,5,2255
02:07:32,6,2711
02:07:37,7,3167
02:07:42,8,3622
02:07:48,9,4077
02:07:53,10,4533
02:07:58,11,4989
02:08:03,12,5445
02:08:08,13,5901
02:08:13,14,6357
02:08:18,15,6813
02:08:23,16,7255
02:08:28,17,7697
02:08:33,18,8153
02:08:38,19,8609
02:08:43,20,9051
02:08:48,21,9493
02:08:53,22,9949
02:08:58,23,10405
02:09:03,24,10847
02:09:08,25,11303
02:09:13,26,11745
02:09:19,27,12187
02:09:24,28,12629
02:09:29,29,13085
02:09:34,30,13541
02:09:39,31,13997
02:09:44,32,14453
02:09:49,33,14909
02:09:54,34,15351
02:09:59,35,15807
02:10:04,36,16249
02:10:09,37,16691
02:10:14,38,17147
02:10:19,39,17589
02:10:24,40,18045
02:10:29,41,18501
02:10:34,42,18957
02:10:39,43,19413
02:10:44,44,19869
02:10:50,45,20325
02:10:55,46,20781
02:11:00,47,21237
02:11:05,48,21693
02:11:10,49,22149
02:11:15,50,22605
02:11:20,51,23061
02:11:25,52,23517
02:11:30,53,23973
02:11:35,54,24415
02:11:40,55,24871
02:11:45,56,25327
02:11:50,57,25783
02:11:55,58,26239
02:12:01,59,26695
02:12:06,60,27151
02:12:11,61,27607
02:12:16,62,28063
02:12:21,63,28519
02:12:26,64,28975
02:12:31,65,29431
02:12:36,66,29887
02:12:41,67,30343
02:12:46,68,30799
02:12:51,69,31254
02:12:56,70,31710
02:13:01,71,32166
02:13:06,72,32622
02:13:11,73,33078
02:13:16,74,33534
02:13:21,75,33976
02:13:27,76,34432
02:13:32,77,34888
02:13:37,78,35344
02:13:42,79,35800
02:13:47,80,36256
02:13:52,81,36712
02:13:57,82,37168
02:14:02,83,37624
02:14:07,84,38069
02:14:12,85,38525
02:14:17,86,38981
02:14:22,87,39424
02:14:27,88,39866
02:14:32,89,40322
02:14:37,90,40778
02:14:42,91,41234
02:14:47,92,41690
02:14:52,93,42146
02:14:57,94,42591
02:15:03,95,43036
02:15:08,96,43492
02:15:13,97,43934
02:15:18,98,44389
02:15:23,99,44845
02:15:28,100,45301
02:15:33,101,45757
02:15:38,102,46213
02:15:43,103,46669
02:15:48,104,47125
02:15:53,105,47567
02:15:58,106,48023
02:16:03,107,48467
02:16:08,108,48911
02:16:13,109,49353
02:16:19,110,49795
02:16:24,111,50251
02:16:29,112,50692
02:16:34,113,51147
02:16:39,114,51602
02:16:44,115,52058
02:16:49,116,52514
02:16:54,117,52970
02:16:59,118,53426
02:17:04,119,53882
02:17:09,120,54338
02:17:14,121,54780
02:17:19,122,55222
02:17:24,123,55677
02:17:29,124,56132
02:17:34,125,56588
02:17:39,126,57044
02:17:44,127,57500
02:17:49,128,57956
02:17:55,129,58411
02:18:00,130,58867
02:18:05,131,59323
02:18:10,132,59779
02:18:15,133,60235
02:18:20,134,60690
02:18:25,135,61145
02:18:30,136,61600
02:18:35,137,62055
02:18:40,138,62510
02:18:45,139,62966
02:18:50,140,63422
02:18:55,141,63878
02:19:00,142,64334
02:19:05,143,64790
02:19:10,144,65246
02:19:16,145,65702
02:19:21,146,66158
02:19:26,147,66614
02:19:31,148,67070
02:19:36,149,67526
02:19:41,150,67982
02:19:46,151,68438
02:19:51,152,68894
02:19:56,153,69350
02:20:01,154,69806
02:20:06,155,70262
02:20:11,156,70718
02:20:16,157,71174
02:20:21,158,71630
02:20:26,159,72086
02:20:31,160,72542
02:20:36,161,72998
02:20:41,162,73454
02:20:47,163,73910
02:20:52,164,74366
02:20:57,165,74822
02:21:02,166,75278
02:21:07,167,75734
02:21:12,168,76190
02:21:17,169,76646
02:21:22,170,77102
02:21:27,171,77558
02:21:32,172,78014
02:21:37,173,78470
02:21:42,174,78926
02:21:47,175,79382
02:21:52,176,79838
02:21:57,177,80294
02:22:02,178,80750
02:22:07,179,81206
02:22:12,180,81662
02:22:18,181,82118
02:22:23,182,82574
02:22:28,183,83030
02:22:33,184,83486
02:22:38,185,83942
02:22:43,186,84398
02:22:48,187,84854
02:22:53,188,85310
02:22:58,189,85766
02:23:03,190,86222
02:23:08,191,86678
02:23:13,192,87134
02:23:18,193,87590
02:23:23,194,88046
02:23:28,195,88502
02:23:33,196,88958
02:23:38,197,89414
02:23:43,198,89870
02:23:49,199,90312
02:23:54,200,90754
02:23:59,201,91196
02:24:04,202,91638
02:24:09,203,92080
02:24:14,204,92522
02:24:19,205,92964
02:24:24,206,93406
02:24:29,207,93848
02:24:34,208,94290
02:24:39,209,94732
02:24:44,210,95174
02:24:49,211,95630
02:24:54,212,96072
02:24:59,213,96527
02:25:04,214,96969
02:25:09,215,97411
02:25:14,216,97853
02:25:20,217,98309
02:25:25,218,98765
02:25:30,219,99221
02:25:35,220,99677
02:25:40,221,100133
02:25:45,222,100589
02:25:50,223,101045
02:25:55,224,101500
02:26:00,225,101955
02:26:05,226,102410
02:26:10,227,102852
02:26:15,228,103308
02:26:20,229,103763
02:26:25,230,104204
02:26:30,231,104645
02:26:35,232,105100
02:26:40,233,105555
02:26:45,234,105997
02:26:50,235,106452
02:26:56,236,106894
02:27:01,237,107350
02:27:06,238,107805
02:27:11,239,108260
02:27:16,240,108716
02:27:21,241,109157
02:27:26,242,109613
02:27:31,243,110069
02:27:36,244,110525
02:27:41,245,110966
02:27:46,246,111407
02:27:51,247,111848
02:27:56,248,112290
02:28:01,249,112745
02:28:06,250,113200
02:28:11,251,113655
02:28:16,252,114111
02:28:21,253,114567
02:28:27,254,115023
02:28:32,255,115479
02:28:37,256,115935
02:28:42,257,116391
02:28:47,258,116833
02:28:52,259,117275
02:28:57,260,117717
02:29:02,261,118173
02:29:07,262,118629
02:29:12,263,119085
02:29:17,264,119541
02:29:22,265,119997
02:29:27,266,120452
02:29:32,267,120907
02:29:37,268,121362
02:29:42,269,121818
02:29:47,270,122274
02:29:52,271,122730
02:29:57,272,123186
02:30:03,273,123642
02:30:08,274,124098
02:30:13,275,124540
02:30:18,276,124996
02:30:23,277,125452
02:30:28,278,125908
02:30:33,279,126364
02:30:38,280,126820
02:30:43,281,127262
02:30:48,282,127704
02:30:53,283,128160
02:30:58,284,128616
02:31:03,285,129058
02:31:08,286,129514
02:31:13,287,129970
02:31:18,288,130412
02:31:23,289,130868
