"",min-latency,avg-latency,max-latency,memory,results,queries,observations
1,622.4025974025974,1697.8247050888826,4482.444572748268,71.19983144906851,866,40,1224
2,6024.708333333333,15238.60563758159,20238.930741190765,98.62509282430013,837,40,2923
3,34337.5,46599.89045278512,63779.75,154.3783391316732,36,15,4633
4,99828.33333333333,103536.9415025433,127204.2,210.01511244340375,35,14,6306
5,100000.0,151312.50935988378,170253.75324675324,361.62037173184484,280,40,8036
6,100000.0,147916.9469677277,179085.83333333334,914.2722498575846,37,15,9657
7,100000.0,195925.82073954452,234888.63983050847,1356.8791980743408,236,9,11004
8,100000.0,237006.42631769666,290994.5772200772,1843.9595140729632,518,6,12264
9,100000.0,310716.40303528385,365864.2434782609,2299.579350062779,230,3,13525
10,100000.0,345727.3667582417,434298.0873015873,2747.0349756876626,126,2,14607
11,100000.0,413499.4992636992,501526.97037037037,3218.520410810198,135,2,15867
12,100000.0,467727.7686930898,567888.0,3364.818765004476,34,1,16946
13,100000.0,502420.4096058263,621238.3939393939,3487.152976989746,33,1,18028
14,100000.0,545440.6128836202,688893.4501607717,4755.399629211426,311,4,18835
""
67252,2014
134504,64
201756,367
269008,297
336260,369
403512,261
470764,153
538016,153
605268,144
672520,226
