"",min-latency,avg-latency,max-latency,memory,results,queries,observations
1,330.4811881188119,571.9066668630476,1515.625,123.94909022404597,1010,34,1284
2,60.83271375464684,63.703082658337735,76.68804034582132,136.0499407450358,1388,34,3178
3,97.869918699187,126.03426338261154,156.4267782426778,140.96078554789224,1328,34,5004
4,103.39166666666667,108.47802025132195,135.5702479338843,145.90289878845215,1313,34,6817
5,122.84101599247413,126.6922312523082,189.793893129771,150.66976928710938,1302,34,8598
6,173.93636363636364,188.56887860320649,226.27256944444446,154.20740445454916,1265,34,10369
7,172.5090909090909,200.55445176327729,263.3103448275862,156.40947469075522,1218,34,12075
8,281.43621399176953,282.002957690463,391.06912442396316,158.28630193074545,1187,34,13757
9,276.3068181818182,268.0485109065194,313.63392857142856,160.03949610392252,1180,34,15424
10,252.70873786407768,280.02804652702747,343.45454545454544,161.8697141011556,1130,33,17037
11,200.8901098901099,373.269042640552,483.8189368770764,163.8481362660726,1095,34,18626
12,357.5,429.51390530316286,534.7027972027972,165.8189500172933,1041,33,20154
13,444.59183673469386,478.8490631705284,613.0037313432836,167.39077758789062,973,31,21591
14,694.0213592233009,690.2424363156069,830.8314606741573,169.29909006754556,902,32,22974
""
91,10965
182,2705
273,813
364,514
455,270
546,1453
637,443
728,310
819,146
910,71
