time,message_cnt,byte_cnt
03:08:57,1,973
03:09:02,2,1945
03:09:08,3,2918
03:09:13,4,3891
03:09:18,5,4864
03:09:23,6,5836
03:09:28,7,6809
03:09:33,8,7782
03:09:38,9,8755
03:09:43,10,9728
03:09:48,11,10702
03:09:53,12,11675
03:09:58,13,12648
03:10:03,14,13621
03:10:08,15,14594
03:10:13,16,15567
03:10:18,17,16541
03:10:23,18,17513
03:10:28,19,18486
03:10:33,20,19459
03:10:38,21,20431
03:10:43,22,21404
03:10:48,23,22378
03:10:53,24,23350
03:10:58,25,24323
03:11:03,26,25296
03:11:08,27,26269
03:11:13,28,27242
03:11:18,29,28215
03:11:23,30,29186
03:11:28,31,30158
03:11:33,32,31132
03:11:38,33,32106
03:11:43,34,33079
03:11:48,35,34053
03:11:53,36,35026
03:11:58,37,35999
03:12:03,38,36972
03:12:09,39,37946
03:12:14,40,38919
03:12:19,41,39892
03:12:24,42,40863
03:12:29,43,41837
03:12:34,44,42811
03:12:39,45,43784
03:12:44,46,44757
03:12:49,47,45729
03:12:54,48,46702
03:12:59,49,47675
03:13:04,50,48649
03:13:09,51,49622
03:13:14,52,50596
03:13:19,53,51569
03:13:24,54,52541
03:13:29,55,53515
03:13:34,56,54489
03:13:39,57,55463
03:13:44,58,56436
03:13:49,59,57409
03:13:54,60,58382
03:13:59,61,59356
03:14:04,62,60329
03:14:09,63,61302
03:14:14,64,62275
03:14:19,65,63249
03:14:24,66,64222
03:14:29,67,65195
03:14:34,68,66167
03:14:39,69,67139
03:14:44,70,68112
03:14:49,71,69085
03:14:54,72,70059
03:14:59,73,71031
03:15:04,74,72003
03:15:09,75,72976
03:15:14,76,73950
03:15:19,77,74922
03:15:24,78,75896
03:15:29,79,76869
03:15:34,80,77842
03:15:39,81,78815
03:15:44,82,79789
03:15:49,83,80763
03:15:54,84,81735
03:16:00,85,82708
03:16:05,86,83681
03:16:10,87,84653
03:16:15,88,85626
03:16:20,89,86597
03:16:25,90,87568
03:16:30,91,88542
03:16:35,92,89515
03:16:40,93,90488
03:16:45,94,91459
03:16:50,95,92432
03:16:55,96,93405
03:17:00,97,94378
03:17:05,98,95351
03:17:10,99,96324
03:17:15,100,97298
03:17:20,101,98271
03:17:25,102,99244
03:17:30,103,100217
03:17:35,104,101188
03:17:40,105,102160
03:17:45,106,103133
03:17:50,107,104106
03:17:55,108,105079
03:18:00,109,106052
03:18:05,110,107025
03:18:10,111,107998
03:18:15,112,108971
03:18:20,113,109944
03:18:25,114,110916
03:18:30,115,111888
03:18:35,116,112861
03:18:40,117,113834
03:18:45,118,114807
03:18:50,119,115780
03:18:55,120,116754
03:19:00,121,117727
03:19:05,122,118700
03:19:10,123,119673
03:19:15,124,120646
03:19:20,125,121620
03:19:25,126,122592
03:19:30,127,123565
03:19:35,128,124538
03:19:40,129,125511
03:19:45,130,126484
03:19:50,131,127458
03:19:55,132,128431
03:20:00,133,129405
03:20:05,134,130379
03:20:10,135,131351
03:20:15,136,132324
03:20:20,137,133297
03:20:25,138,134268
03:20:30,139,135240
03:20:35,140,136213
03:20:40,141,137187
03:20:45,142,138160
03:20:50,143,139133
03:20:55,144,140106
03:21:00,145,141079
03:21:05,146,142053
03:21:10,147,143027
03:21:15,148,144000
03:21:20,149,144973
03:21:25,150,145946
03:21:30,151,146918
03:21:35,152,147891
03:21:40,153,148865
03:21:45,154,149838
03:21:50,155,150811
03:21:55,156,151784
03:22:00,157,152757
03:22:05,158,153730
03:22:10,159,154703
03:22:15,160,155677
03:22:20,161,156649
03:22:25,162,157621
03:22:30,163,158593
03:22:35,164,159566
03:22:40,165,160539
03:22:45,166,161513
03:22:50,167,162486
03:22:55,168,163459
03:23:00,169,164432
03:23:05,170,165405
03:23:10,171,166378
03:23:15,172,167351
03:23:20,173,168324
03:23:25,174,169297
03:23:30,175,170270
03:23:35,176,171243
03:23:40,177,172216
03:23:45,178,173189
03:23:50,179,174162
