time,message_cnt,byte_cnt
03:09:02,1,909
03:09:07,1,909
03:09:12,3,2977
03:09:17,4,4121
03:09:22,5,5265
03:09:27,6,6188
03:09:32,7,7112
03:09:37,8,8036
03:09:42,9,9167
03:09:47,10,10072
03:09:52,11,10995
03:09:57,12,11905
03:10:02,13,12803
03:10:07,14,13726
03:10:12,15,14870
03:10:17,16,16014
03:10:22,17,16937
03:10:27,18,17849
03:10:32,19,18766
03:10:37,20,19910
03:10:42,21,20833
03:10:47,22,21757
03:10:53,23,22675
03:10:58,24,23593
03:11:03,25,24503
03:11:09,26,25634
03:11:14,27,26765
03:11:19,28,27909
03:11:24,29,28833
03:11:29,30,29743
03:11:34,31,30666
03:11:39,32,31577
03:11:44,33,32487
03:11:49,34,33411
03:11:54,35,34334
03:11:59,36,35244
03:12:05,37,36388
03:12:10,38,37531
03:12:15,39,38441
03:12:20,39,38441
03:12:25,41,40495
03:12:30,42,41413
03:12:35,43,42323
03:12:40,44,43228
03:12:45,45,44372
03:12:50,46,45516
03:12:55,47,46439
03:13:00,48,47363
03:13:05,49,48267
03:13:10,50,49189
03:13:15,51,50086
03:13:20,52,51229
03:13:25,53,52152
03:13:30,54,53068
03:13:36,55,53985
03:13:41,56,54903
03:13:46,57,56047
03:13:51,58,57191
03:13:56,59,58334
03:14:01,60,59244
03:14:06,61,60166
03:14:11,62,61076
03:14:16,63,61988
03:14:21,64,63132
03:14:26,65,64054
03:14:31,66,64971
03:14:36,67,65895
03:14:41,68,66818
03:14:46,69,67728
03:14:51,70,68626
03:14:56,71,69543
03:15:02,72,70467
03:15:07,73,71611
03:15:12,74,72534
03:15:17,75,73456
03:15:22,76,74599
03:15:27,77,75523
03:15:32,78,76447
03:15:37,79,77369
03:15:42,80,78274
03:15:47,81,79172
03:15:52,82,80096
03:15:57,83,81005
03:16:02,84,81915
03:16:07,85,82813
03:16:12,86,83722
03:16:17,87,84633
03:16:22,88,85539
03:16:27,89,86449
03:16:33,90,87359
03:16:38,91,88282
03:16:43,92,89191
03:16:48,93,90334
03:16:53,94,91252
03:16:58,95,92170
03:17:03,96,93314
03:17:08,97,94238
03:17:13,98,95382
03:17:18,98,95382
03:17:23,99,96306
03:17:28,100,97230
03:17:33,101,98140
03:17:38,102,99064
03:17:43,104,100912
03:17:48,105,101830
03:17:53,106,102748
03:17:58,107,103665
03:18:03,108,104575
03:18:08,109,105485
03:18:13,110,106408
03:18:18,111,107331
03:18:23,112,108254
03:18:28,113,109172
03:18:33,114,110095
03:18:38,115,111005
03:18:43,116,111929
03:18:48,117,112853
03:18:53,118,113777
03:18:58,119,114921
03:19:03,120,116065
03:19:08,121,116988
03:19:13,122,117905
03:19:18,123,118810
03:19:23,124,119732
03:19:28,125,120656
03:19:35,126,121579
03:19:40,127,122502
03:19:45,128,123426
03:19:50,129,124350
03:19:55,130,125274
03:20:00,131,126198
03:20:05,132,127122
03:20:10,133,128046
03:20:15,134,128969
03:20:21,135,129893
03:20:26,136,130798
03:20:31,137,131942
03:20:36,138,132854
03:20:41,139,133763
03:20:46,140,134672
03:20:51,141,135815
03:20:56,142,136733
03:21:01,143,137877
03:21:06,144,138788
03:21:11,145,139712
03:21:16,146,140635
03:21:21,147,141557
03:21:26,148,142479
03:21:31,149,143623
03:21:36,150,144541
03:21:41,151,145465
03:21:46,152,146389
03:21:52,153,147312
03:21:57,154,148456
03:22:02,155,149365
03:22:07,156,150283
03:22:12,157,151206
03:22:17,158,152129
03:22:22,159,153051
03:22:27,160,153967
03:22:32,161,154876
03:22:37,162,156007
03:22:42,163,156911
03:22:47,164,157815
03:22:52,165,158725
03:22:57,166,159647
03:23:02,167,160569
03:23:07,168,161713
03:23:12,169,162637
03:23:18,170,163559
03:23:23,171,164481
03:23:28,172,165403
03:23:33,173,166325
03:23:38,174,167469
03:23:43,175,168391
03:23:48,176,169313
03:23:53,177,170235
03:23:58,178,171157
