"",avg,min,max,bestUtility,t,gain
40,26.101296275108425,8.670941429597644,44.73169963728178,0.6326695934531875,400.2,10.53178967498078
60,23.31367188352487,9.622057320873562,43.357110191820006,0.6548628080711009,440.03333333333336,10.205243101235222
80,20.301333924898486,11.342771259053588,35.67667714791171,0.6515782080142228,541.1,9.511551372369118
100,17.517184249257852,9.945224429606965,28.02679512055143,0.6528832610084899,650.7,8.286411310859533
120,15.645132931035677,10.18538063181762,23.48811949670881,0.6594396845215407,777.0333333333333,7.215501659559838
140,14.79731143905292,8.775338176357517,20.93808464692195,0.6548628080711009,862.1666666666666,7.18536010038852
160,13.546575586673216,6.776512098084302,19.29596633469418,0.6583898588015574,954.3,6.7502583890498045
180,12.39115784032771,7.056575260356522,16.907518489241863,0.6605679853424636,1058.1666666666667,6.529222419040605
200,11.297825230692247,5.971970292328989,15.553922482038637,0.6685290611754091,1163.7333333333333,5.555839502804053
300,8.573332541811263,4.628296690764711,10.200954335846,0.6704286653428658,1715.8333333333333,4.66851200423952
500,5.554065490126411,4.52367302347489,6.350973473831442,0.6668257918087073,2798.5333333333333,3.6096905403770028
