"",avg,min,max,bestUtility,t,gain
40,51.23071944380741,20.093454859973235,67.68552382720506,0.5898327868786685,219.96666666666667,20.88394942178946
60,42.39331854306402,26.734849186976387,53.45342009188338,0.5999276619647175,253.13333333333333,18.41237885927099
80,36.70576809694957,29.822776611158005,42.43581497853015,0.5772720312044083,286.06666666666666,14.655359230771712
100,30.257752725520202,19.567633180675173,36.159922995063795,0.5970009263641219,357.3,11.430240227845156
120,26.536540443300378,18.98999876473766,33.74710788027541,0.5999276619647175,408.0,9.081626867604179
140,24.26472427626591,16.90757351146548,30.13855480942523,0.5999276619647175,453.93333333333334,8.354528616369631
160,21.470403356637203,14.921192826855222,28.59858159127492,0.5999276619647175,527.5666666666667,7.162686560907042
180,18.78561514460726,12.963896890679296,22.983025927039403,0.5999276619647175,600.8333333333334,6.179562944761389
200,18.21864441997662,13.398090158672806,22.996786100663385,0.5999276619647175,626.0666666666667,6.084716106877822
300,12.277655027096085,8.245701815217798,15.578848288390185,0.5999276619647175,940.0666666666667,4.129318467096799
500,7.652803640807016,6.265747294093374,8.895076459106894,0.5999276619647175,1542.0,2.6553429853955253
