"",avg,min,max,bestUtility,t,gain
0.1,13.972877760496116,6.8540929405665745,24.723548072573585,0.6539553995973384,650.9666666666667,9.269573830146122
0.15,14.146980181510113,9.717546172794348,22.832268541037312,0.6117370542418357,613.2,9.832186564110467
0.2,15.271955450307077,8.453535549731132,27.269622870956226,0.6419706159914811,624.5666666666667,9.929740403810786
0.25,15.797192575900233,9.137537644687146,30.463771256868718,0.6543358168216457,625.6333333333333,9.603672882527993
0.3,16.09364387011414,9.939950059350139,26.045153930616678,0.6512583838183991,635.7,9.141888365114855
0.35,18.01287135055749,9.913334595400897,28.499767663690488,0.6552348367177275,599.5333333333333,10.592615225510736
0.4,17.463574157856105,11.212822290105128,29.09162752504476,0.6528832610084899,626.9333333333333,9.995423441480776
0.45,18.33618200206971,12.336029984753836,31.079930604241163,0.6598507604628775,610.6333333333333,10.164393441394184
0.5,18.119286561994596,12.054486657730846,30.148855351075323,0.6563489516612576,612.1666666666666,10.578448270526884
0.55,17.30576994212007,12.290068181608076,29.62399131330173,0.6552348367177275,600.9666666666667,9.75885396019759
0.6,16.870862811462057,8.307838957818738,28.21304479029481,0.6560092789652202,661.9333333333333,9.111179668506958
0.65,18.1506396022429,12.28429858084666,30.170366335334194,0.6572759810787128,617.7333333333333,10.057429813740452
0.70,18.6362533838255,11.105499159016539,28.671867486785207,0.6552348367177275,625.1333333333333,9.853331589581297
0.75,19.151644448956926,11.85588977332272,30.590969631842693,0.6583898588015574,607.9,10.053885575029549
0.80,17.54814447390314,7.996366632196222,29.12114636729792,0.6557511943854529,648.3,8.72003634239392
0.85,18.545662302975277,10.899899796781144,27.9500523315467,0.6620526480621023,657.1,9.55560793763731
0.90,18.881048520392614,11.315922108172813,27.2792726151646,0.6582658573340644,651.1333333333333,8.771637496122201
0.95,18.629369745644716,11.421636968103254,26.47913768386217,0.6498899587767518,649.6333333333333,8.924523930992956
1.0,19.117875915701873,10.612136272310835,28.72869920594083,0.6653610618830229,663.7333333333333,8.838647330373432
