"",avg,min,max,bestUtility,t,gain
0.0,27.58992254776817,9.930512480221168,37.45556469058676,0.5937533544043627,417.03333333333336,9.992272097789558
0.01,27.817201200019884,18.3845434029569,34.267113708850864,0.5999276619647175,395.7,8.88143891271498
0.02,25.638583714940538,15.684026095307484,32.9298996677463,0.5999276619647175,429.46666666666664,6.872789354653637
0.03,23.584358755011127,10.67149168338197,30.370012171027366,0.5999276619647175,483.46666666666664,6.163347425722887
0.04,22.944899227791243,16.131369512105227,28.566483199468077,0.5999276619647175,469.8,5.433884565940462
0.05,22.552633391785626,12.712810684154567,32.33190849920637,0.5999276619647175,487.1333333333333,5.3002982588871435
0.06,20.603457942447065,14.13235817873027,27.525613830128023,0.5999276619647175,530.8,4.384585581196262
0.07,19.958346735349217,12.706436309976661,26.576220872133845,0.5937533544043627,543.7,3.9247750950748084
0.08,19.027777429210936,12.625544507656363,26.084820913452866,0.5999276619647175,586.3666666666667,3.655925426703679
0.09,18.842409326887477,14.14658902955177,24.13045060072711,0.5970009263641219,578.8666666666667,3.546936729631037
0.1,18.429613260170978,12.738569424221943,26.17419301510203,0.5999276619647175,597.3666666666667,3.385467941825507
0.2,14.277216370728327,9.963896778315425,19.292333310401208,0.5999276619647175,775.9666666666667,2.255751152941422
0.5,11.758379091166512,8.443430938451495,16.37617266539961,0.5999276619647175,947.3333333333334,1.63360012104581
