result_cnt,update_rcv,update_sent,crit_update_cnt,avg_adpt_time,success_adpt_cnt,total_updates,violated_updates,localReplacement,localRecompose,parentReplacement,globalRecompose
1661,2122,2122,14,919.0,14,2122,2,5,0,6,3
"",acc,agg_from
00:55:00,0.9903768414889803,76
01:55:00,1.0,82
02:55:00,0.9592426219512195,82
03:55:00,0.9352605273520906,82
04:55:00,0.8601486971613898,82
05:55:00,0.833281869654932,79
06:55:00,0.8332818696549321,78
07:55:00,0.9005573522454497,82
08:55:00,0.8408262384627467,79
09:55:00,0.9957251761449982,78
10:55:00,0.9924837165269149,74
11:55:00,0.8658170661933441,70
12:55:00,0.8408897946328977,80
13:55:00,0.8338414316358838,77
14:55:00,0.8356432846461718,81
15:55:00,0.8352414958844204,85
16:55:00,0.8481277866939215,90
17:55:00,0.9569285533522895,84
18:55:00,0.9340058526065511,81
19:55:00,0.9119135810016136,81
20:55:00,0.9320445364199205,78
21:55:00,0.8478519074429687,79
22:55:00,0.8322470497216592,79
23:55:00,0.8454025979695303,81
