result_cnt,update_rcv,update_sent,crit_update_cnt,avg_adpt_time,success_adpt_cnt,total_updates,violated_updates
2161,2073,2073,413,6.0,0,2073,1320
"",acc,agg_from
00:55:00,0.9879513489011803,76
01:55:00,1.0,82
02:55:00,0.960205395121951,82
03:55:00,0.9301199359850683,82
04:55:00,0.42902978526788726,82
05:55:00,0.680946021518987,79
06:55:00,0.6493872945303646,78
07:55:00,0.7343904518948774,80
08:55:00,0.7782103443137931,78
09:55:00,0.7587972171478939,79
10:55:00,0.8397097569500337,75
11:55:00,0.7422987612429243,69
12:55:00,0.6655812292547951,75
13:55:00,0.5203092464767409,69
14:55:00,0.43129926862577456,72
15:55:00,0.3872789593607338,76
16:55:00,0.41297593414363076,81
17:55:00,0.4709340452253709,81
18:55:00,0.4483690755362372,81
19:55:00,0.5676650023396084,81
20:55:00,0.47295862528255167,78
21:55:00,0.6780657814428779,79
22:55:00,0.8036240612549093,79
23:55:00,0.9167837307236898,81
