result_cnt,update_rcv,update_sent,crit_update_cnt,avg_adpt_time,success_adpt_cnt,total_updates,violated_updates,localReplacement,localRecompose,parentReplacement,globalRecompose
2146,2073,2073,317,8.0,2,2073,1070,0,0,0,0
"",acc,agg_from
00:55:00,0.9877572232841203,76
01:55:00,1.0,82
02:55:00,0.9630295280487804,82
03:55:00,0.9205036929575695,82
04:55:00,0.4171383574471321,82
05:55:00,0.6963357594936704,79
06:55:00,0.6559396079610057,78
07:55:00,0.7344597446986463,80
08:55:00,0.7470021409850973,78
09:55:00,0.7677203659778161,79
10:55:00,0.6892972395545537,75
11:55:00,0.6238478150291424,69
12:55:00,0.7081283154370331,75
13:55:00,0.5309987163195569,69
14:55:00,0.44429714306053253,72
15:55:00,0.4278308808916173,76
16:55:00,0.4265646625211491,81
17:55:00,0.40653447804666293,81
18:55:00,0.5150446982542791,81
19:55:00,0.5260729450183137,81
20:55:00,0.43533424142697397,78
21:55:00,0.6828154798730217,79
22:55:00,0.8158668308276388,79
23:55:00,0.9108408311109455,81
